author,category,description,name,price,priceCurrency,ratingValue,pert_alcohol
Lew Bryson,Craft Whiskey,"
Barrel 2 was aged in 15-gallon bourbon refills, then finished in a Cedar Ridge rum barrel; interesting to see an American distiller walk away from “straight whiskey” with used (small!) cooperage. Aromas of sawdust, toffee, melon and just-ripe apricot, dry cocoa, and warm cereal fight a bit with alcohol heat. Rum and fruit float over malt and vanilla in the mouth, and the wood rounds and dries. Oak and faint allspice in the finish. Needs some more taming; great start.","Cedar Ridge Single Malt Whiskey Barrel 2, 40%",49.0,$,83,40.0
Dominic Roskrow,French Whisky,"
The price tag — higher than the entry level single malt — gives an indication as to what to expect from this blend, and it's a cracker. Made with 50 percent grain and 50 percent malt, the taste here is punctuated by a distinctive and unusual salt and pepper delivery. Beyond that there's creamy vanilla, soft peach, and a creamy rounded finish. It really dares to be different. €32 ","Breizh, 42%",43.0,$,83,42.0
Dave Broom,Japanese,"
Verging on the opaque, with a powerful resinous hit bringing to mind a luthier’s workshop with added Morello cherry, Turkish delight, and bitter chocolate, but on the tongue it is surprisingly sweet rather than tannic, with a supple feel, albeit with dried fruits dominating. This is a great example of what a small amount of heavy sherry can give to a vatting, but is it Hakushu? Sherry bomb lovers will adore it. £100","Hakushu Sherry Cask, 48%",162.0,$,83,48.0
Lew Bryson,Flavored Whisky & Liqueurs,"
Smells like sweet, dead-ripe cherries, mashed up in bourbon with some brown sugar and just a dust of cinnamon. It's sweet, a bit thick, but 80 proof warming, and the bourbon — the Beam cinnamon note comes out clearer now — is dominant over the cherries here. The finish sees more cinnamon, even a hint of barrel oak, and manages to dry out a bit.","Red Stag Black Cherry, 40%",18.0,$,83,40.0
Jonny McCormick,Single Grain Whisky,"
A light golden dram from a refill hoggie, redolent of fragrant honey, custard slices, orange water, perfumed soaps, and fresh spring blossom. Vanilla, dried peel, and shortbread petticoat tails on the palate, that develops with spun sugar flavors. The whole concoction is anchored by a little oak, but the cask has been gentle. The finish is mouth-drawing, but settles down like a well-sucked butterscotch. Mellow and serene. (305 bottles) £91","The Sovereign (distilled at Cambus) 26 year old 1988, 46.9%",142.0,$,83,46.9
Dominic Roskrow,Australian Whisky,"
What a difference a cask makes, say Southern Distillers, and they're not kidding. Just five casks have been made available so far, each one hand-crafted in traditional fashion by people who know what they're doing, and each one pushing out the envelope. This is the nuttiest and dustiest of the five and it wears its youth on its sleeve, but there are no feints and the whisky marks a step up in quality, with date, walnut, and golden syrup in the mix. A$110","Southern Coast Single Malt Cask 3, 46%",107.0,$,83,46.0
Dominic Roskrow,Blended Malt Scotch Whisky,"
This is one of the more intriguing of the Double Barrel series, because while the others either complement each other or don’t,
this has a depth to it that you need to look for. At first it’s all Laphroaig, and the peat and sea burst out of the glass. But just as you’re asking yourself what the point is, the fruity notes of the Mortlach cushion the whole landing and let you down gently. Impressive. £48","Double Barrel Laphroaig/Mortlach, 46%",77.0,$,83,46.0
Davin de Kergommeaux,Canadian,"
After Crown Royal is bottled the barrels are refilled with new whisky spirit, to spend three more years in silent slumber. “Crown washes out the woodiness and leaves the velvet behind,” one distillery worker enthuses. “We probably drink more of this in Gimli than the rest of the country combined.” The steely dusty rye, charcoal tinges, blistering white pepper, creamy butterscotch pudding, and candied ginger of Canadian 83 are the restrained, confident declaration of hard-bit whisky makers. C$24","Canadian 83, 40%",22.0,$,83,40.0
Lew Bryson,Craft Whiskey,"
Smells sweet and minty, with gobs of oak and corn…and that’s about how it tastes, too. The corn sweetness and the mint are dominant, but warming oak spice wraps it loosely. It’s called “Young Bourbon” (labeled as “age under 4 years”), and that’s just what it tastes like, as some green youthful notes muscle their way in toward the finish. A bit of a rough-rider, but tasty. ","Rock Town Arkansas Young Bourbon, 46%",35.0,$,83,46.0
Fred Minnick,Rye Whiskey,"
In the pantheon of rye whiskey, Breakout sits at a coveted 8 years old. The nose offers its age with a hint of oak over the delicate, savory herbal aromas that range from dill to oregano. There’s a slight vanilla note on the second whiff. The palate offers smoke, coffee, smoked paprika, vanilla wafers, and a hint of chocolate, followed by a medium-length finish, making me wish this was just 10 proof points higher. Sourced whiskey.","Breakout Rye 8 year old, 43%",30.0,$,83,43.0
Dominic Roskrow,New Zealand,"
Eighteen years? Really? In what? If you're a fan of big oak, don't stop here. All the wood seems to have added is a muddy, earthy note to what is a good whisky struggling to keep its head above water. There's tart lemon meringue in the mix, and creamy crushed hazelnut, an array of spices, and some bread dough. But the earthiness is a distraction. Overall, a bit of a confused kiwi. NZ$126","New Zealand South Island 18 year old, 40%",102.0,$,83,40.0
Lew Bryson,Craft Whiskey,"
A 2:1 blend of rye and “hand-malted barley” lightly smoked with fruitwood, aged with apple and oak wood chips in used bourbon barrels, finished in another used bourbon barrel, aged 12 months total. Was it worth it? A good rye smell, with fruit notes; quite appealing. Relatively smooth, and the smoke comes through quickly, with sweet pepper spice and vanilla. Not overly complex, but well-made and pleasant.","Copper Fox Rye Whisky, 45%",46.0,$,83,45.0
Dominic Roskrow,Liechtenstein,"
Brace yourself, it's about to get bumpy. Liechtenstein is a tiny principality in central Europe and the Telser distillery sited there takes its whisky very seriously. Every stage, from drying the barley over smoke first to the red wine casks used for maturation, is designed to make this different from scotch. You'll love it or hate it. The linseed oil nose isn't encouraging, but the liqueur-like flavors, with fir tree, furniture polish, and Rumtopf-style fruit compote have their own charm.","Telsington IV, 43.5%",85.0,$,83,43.5
Jonny McCormick,Liechtenstein,"
A sweet nose of barley sugar, Refreshers candy, ground cumin, mown grass, and a trace of salt emerge from this triple distilled malt matured in pinot noir and Swiss oak casks. It’s another robust dram from the Principality, though after a burst of maltiness, it remains a linear experience of spun sugar, toffee apples, crème brûlée, and pomegranate. Water slackens the mouthfeel to reveal soft lemons, but this latest release works really well neat. €69","Telsington VI Single Cask 5 year old, 43.5%",92.0,$,83,43.5
Jonny McCormick,Blended Scotch Whisky,"
Molten blossom honey, almond milk puddings, and Parma violets interlaced with a fine, drifting chimney smoke compose the nose of this new blend from William Grant & Sons. Smooth, burnished orange and honey cough drops initially, then the flavor develops through more pronounced citrus and gentle spices to achieve a sweeter climax. The grain is quite evident in the harmony of the blend. The finish is long, more beeswax than honey, the sweetness finally depleted. (Travel Retail only) £20","Grant's Voyager, 40%",32.0,$,83,40.0
Jonny McCormick,Blended Scotch Whisky,"
A spicier character to represent 1920s Bombay (now Mumbai) yields an intriguing nose of cumin, dried apple, cardamom, and roasted coriander seed, walnut shells, dry meat from the tandoor, and aged cigars in Spanish cedar. A rather gluey texture with a dominant cinnamon note, interjected by spicy fruit from the European oak and gentle cloves. A short finish leaves a reverberation of spices and chicory root. The aromas are wonderful, but it comes unstuck with the mouthfeel. £75","House of Hazelwood 21 year old, 40%",98.0,$,83,40.0
Lew Bryson,Craft Whiskey,"
Organic rye, all grown on the Myer farm in the Finger Lakes by John Myer himself. 100% rye, converted with enzymes; the Myers do everything in-house. Nose is bent with rye oiliness and a faint peppermint brightness. In the mouth it’s rye bitterness all the way through, a crisp, fresh-chewed mint in a mouthful of sweet grassiness, and then a very quick finish: wham, bam, and gone. Simple and clean; could add depth and polish.","John Myer Rye, 45%",45.0,$,83,45.0
Davin de Kergommeaux,Canadian,"
Sweet candy nose and a sour rye palate. Tropical fruit and orange zest, with sweet golden sultanas, sour apricot strudel, and Jujubes on the nose follow through to the palate, where they are joined by oak caramel, vanilla, and dusty grain. Peppery spices linger throughout. Wraps up with clean grain, pepper, and sweetish fruits. (Canada only) $23 CAD","Highwood Canadian Rye, 40%",17.0,$,83,40.0
Dominic Roskrow,Australian Whisky,"
If Tasmania is defining a distinctive whisky style, this is it. If you buy into the big red fruit and berry, full-frontal Aussie assault, accompanied by a rural earthiness, then this may be too ordered for you. But for most whisky drinkers exploring new territories the rounded red berry and orange fruits, and the full, rich, sweet center make it a perfect entry-level whisky to ease you in. A$130","Old Hobart Overeem Port Cask Matured, 43%",135.0,$,83,43.0
Dominic Roskrow,Miscellaneous,"
Proof there is life after Cooley. Jack Teeling and whiskey innovator Alex Chasko kept the independent flame alive by moving on. This whisky isn't a revolution: it's a mix of Irish (Cooley) and scotch (Bruichladdich). That's not a new idea, and it does what you might predict. It starts with a sweet, fruity Irishness, then earthier, spicier Scottish notes kick in. It works fine, but this is a placeholder whisky. Expect a lot more in the coming months.  ","Teeling Whiskey Company's Hybrid Malt Whisky Edition 1, 44.7%",72.0,$,83,44.7
Jonny McCormick,Blended Malt Scotch Whisky,"
Rose petals, pomegranate, toasted coriander seeds, and glacé cherry mix it up with a tangle of Bramley apple peelings. A medium weight grain whisky with a satiny texture. Huge, throbbing, pulsating ginger kicks in at full strength. Yowser! Water knocks the fiery ginger out, but quells this Loch Lomond to a duller spice profile. A finish of ground almond, subdued gingerbread, and active spices. Great nose, but I was hoping for greater versatility of flavor. £38","That Boutique-y Whisky Company (distilled at Loch Lomond) Batch 1, 52.4%",60.0,$,83,52.4
Dave Broom,Japanese,"
This, with finishing time in sherry wood, is the most straightforward of the quartet, showing lovely touches of Seville orange rather than heavy dried fruits. With water there’s a slight meaty/new leather note that seems a more natural companion to Hanyu’s density, here with an extra earthy note from black cherries, juniper, and star anise. Water triggers tannins but there’s enough fruit here to balance. The most successful of the four, with the wood in balance. ¥8,500","Hanyu 5 of Diamonds 2000, 57%",88.0,$,83,57.0
Dave Broom,Japanese,"
Finished off in a 500-liter American oak puncheon, this has typical Hanyu robustness with a burnt edge hinting at roasted corn. A little touch of fresh varnish and wax polish adds a savory air before fruits come through: strawberry, sloe, and plum. The palate is, to this mouth, very, very hot. Water reveals more dense fruit, and on the palate there’s plenty of toasted oak, stewed rhubarb, and dry-roasted peanuts on the finish. A very solid example.¥12,000","Hanyu 6 of Hearts 1991, 57.9%",125.0,$,83,57.9
Davin de Kergommeaux,Canadian,"
Distilled from a mash of malted two-row Canadian barley, and matured indoors for exactly 1,221 days in a first-fill bourbon barrel, Cask 8 is glowingly warm with soaring notes of acetone and sweet esters on a base redolent of linseed oil, gunnysacks, and grassy cereals. The palate is sweetish, like gummy bears, and very spicy. Pepper, ginger, and hot cinnamon bathe in a weighty, creamy body. A longish finish shows soft, oaky barrel notes. (Distillery only) C$70","Stalk and Barrel Cask 8, 46%",64.0,$,83,46.0
Davin de Kergommeaux,Canadian,"
This mingling of Still Waters’ own mature corn, rye, and malt whiskies with undisclosed, sourced base whisky is sweeter and punchier than the Stalk & Barrel White Label blend it replaces. Clear malt notes, soft caramels, apple juice, and mild sweet flowers on the nose. The palate shows oak caramels, vanilla, and some mild white pepper. Becomes very zesty in the mouth, with a long, peppery, pulling finish. A pleasing but fairly simple whisky, more for mixing than sipping. C$33","Stalk & Barrel Blue Label Blend, 40%",26.0,$,83,40.0
Davin de Kergommeaux,Canadian,"
They call it cowboy whisky: Smallish bottlers, mostly in the western U.S., buy custom-blended bulk whisky from Canada to release under their own label. This one has enough cachet to find its way back north and into the Canadian market. Sweet and smooth with rich buttery caramels, searing pepper, sizzling ginger, and slatey, dusty rye. Rich dark fruits on the palate turn to zesty citrus notes, then cleansing pith as one sip slowly dissolves into the next. C$25","Snake River Stampede 8 year old, 40%",25.0,$,83,40.0
Lew Bryson,Craft Whiskey,"
A 100% rye whiskey, made from rye grown about 30 miles from Mississippi River Distilling. Strongly spicy and oily rye character reaching out of the glass and grabbing my nose; some surprising pastry and molasses notes hiding in there. The 40% mildness is disappointing at first, but develops into a spicy, minty mouth-filler with a cleanly sweet finish. On the sweet side, would prefer it drier.","Cody Road Rye (Batch 5), 40%",37.0,$,83,40.0
Lew Bryson,Craft Whiskey,"
Sweet corn and oak, with some green apple and grass notes; a light, pleasant nose that goes hot closer to the surface. Quite light and young in the mouth, clean, with understated oak notes; not taxing or tiring, and a long finish of teaberry and mint. Nothing amazing or overly complex, but a clean, pleasant sip of whiskey. Sourced whiskey.","Clyde May's Conecuh Ridge, 42.5%",33.0,$,83,42.5
Davin de Kergommeaux,Canadian,"
Distiller Colin Schmidt is earning his blending chops honestly, using sourced whiskies to keep the cash flow positive while his own distillate matures. Sweet burned wood underpins rich dried fruit, hints of crisp oak, butterscotch pudding, and sour gooseberries. Hot pepper and cinnamon enliven a syrupy mouthfeel as the palate broadens into warm, clean earth and dry, weathered barn board. A long, lingering burn finishes in tingling ginger ale and candied citrus peel. (Distillery only) C$50","Last Mountain Private Reserve, 45%",45.0,$,83,45.0
Lew Bryson,Bourbon/Tennessee,"
Nose of sweet cinnamon candy, wintergreen, and wet wood. Wintergreen and hot/sweet cinnamon carry through on the palate, with light vanilla and some pleasant oak around the edges. Happy shiny whiskey, but you realize what’s missing when you get to the finish…and there isn’t one. Incredibly quick on the finish, and pretty simple throughout. It’s like summer love: fun, but shallow and over quickly. Sourced whiskey.","Watkins Select, 40%",17.0,$,83,40.0
Lew Bryson,Craft Whiskey,"
“Spirits distilled from grain and sugar” on the label, and the word “whiskey” is nowhere to be seen, but we’ve stretched the definition before; and this stuff tasted okay unaged. Smells like oak candy wrapped in fresh leaves. A bit hot, but like warm cereal on the tongue, and the oak fills in the back. Sippable, and likely to make a good Old-Fashioned as well.","Popcorn Sutton Barrel Finished, 46%",50.0,$,83,46.0
Dominic Roskrow,Danish,"
Denmark often seems to live in the shadow of Sweden, and certainly that has been the case with whisky. But slowly and surely a revolution is happening there, and I suspect that Stauning will be right at the forefront of it. This is another work in progress: pleasant, well made, and potentially very good indeed. The dominant flavors are gooseberry, sour apple, and pepper. Good as an aperitif. 695 Krone/500 ml","Stauning Traditional 2nd Edition, 55%",128.0,$,83,55.0
Dominic Roskrow,Single Malt English Whisky,"
Adnams brewery is known for two things in particular: a fearless approach to bold flavors and its investment in quality. Its other spirits are award winners, but it's going to have to wait a little longer to repeat the trick with its single malt. This is just 3 years old and while it’s extremely well made and the maturation in virgin French oak ensures tastiness, spice, and sweet soft vanilla, it hasn't fully realized its potential. £44","Copper House Single Malt No. 1, 43%",73.0,$,83,43.0
Dave Broom,Single Malt Scotch,"
The first thing to note is the strength. It’s surprisingly not that hot initially, rather there are hints of soft orchard fruits, gentle smoke, and seashells. With water, the fruits show up—mango and peach—but the alcohol is still masking things. Water goes in immediately to produce a palate that is cool, slightly sweet, with seashore notes, wet stones, and those fruits, but there’s still a real tension to the whole experience. For the brave. £110","Douglas Laing Old Particular (distilled at Bowmore) 18 year old, 60.1%",168.0,$,83,60.1
Gavin Smith,Single Malt Scotch,"
This 17 year old refill hogshead-matured expression of Dalmore was distilled in May 1997, and 237 bottles have been released. It is an interesting example of Dalmore uncut, without the proprietary sherry maturation-spin usually put on it. The nose is sweet, with caramel, tinned peaches and pineapple, and a smearing of honey. Zesty spices open the palate, which becomes nutty, with Jaffa oranges, gingery oak, and dark chocolate. Long and warming in the finish, with more oak and plain chocolate. £78","Douglas Laing Old Particular (distilled at Dalmore) 1997, 55.5%",119.0,$,83,55.5
Dave Broom,Single Malt Scotch,"
Pale straw. Light but intense, with some pollen, dusty fruits, baked apple. Water brings out an aroma like a fruit orchard in springtime. Performs much better in the mouth, and although hot, shows good distillery character with some cooked peach, quince jam, and yellow plums. A decent lunchtime dram. £50","Douglas Laing Provenanace (distilled at Longmorn) 11 year old, 46%",73.0,$,83,46.0
Gavin Smith,Single Malt Scotch,"
This 10 year old peated expression from Tobermory distillery on Mull was matured in a single refill hogshead and bottled in January 2016. Medicine chests, sweet smoke, ginger, and apple on the nose, with damp earth. The palate provides a big hit of peaty spice, seaweed, black pepper, ginger, and dark berries. Becoming slightly bitter in the drying, ashy, medium-length finish. (349 bottles) £48","Douglas Laing Old Particular 10 year old (Ledaig, distilled at Tobermory), 48.4%",69.0,$,83,48.4
Jonny McCormick,Single Grain Whisky,"
Sweet top notes of brioche loaf with baking spices, but there are savory flavors of pastrami bark lurking deep in the glass. Flavors of golden syrup and butterscotch unfurl beautifully from within the thick texture at cask strength. Roasted spices explode, but as it dilutes, stewed fruits and sucked boiled candy notes are found. Water emphasizes confectionary elements and purple fruits, but kills the spices stone dead. Dry, spicy heat on the finish. (490 bottles) £85","Douglas Laing Old Particular (distilled at Invergordon) 28 year old 1987, 56.5%",110.0,$,83,56.5
Geoffrey Kleinman,Single Malt Scotch,"
From an undisclosed Speyside distillery. The nose is extraordinarily yeasty, with distinct apple cider backed by light caramel. The palate is more integrated than the nose with oak and cinnamon spice, apple, honey, and malt. At first these flavors are well balanced, but a spice and heat blast in the mid-palate throws things off. The finish reflects this and is quite dry. The parts are better than the whole in an interesting and strong whisky.  (U.S. only)","Exclusive Malts Speyside 10 year old 2003 Cask #1781, 56.3%",90.0,$,83,56.3
Gavin Smith,Single Malt Scotch,"
Bottled at 8 years of age as part of Exclusive Malts’ U.S. Batch 5, this is a relatively youthful expression of the peated Ledaig spirit produced at Tobermory distillery. The nose is full-on and vibrant, with seaweed, brine, peat, black pepper, and new leather. The palate opens with a big punch of spicy peat, then sweet cereal notes and more black pepper. Hot smoke and spice in the medium-length finish, with a hint of coal.","Exclusive Malts 2005 Ledaig (distilled at Tobermory), 57.6%",90.0,$,83,57.6
Geoffrey Kleinman,Single Malt Scotch,"
Matured solely in refill sherry casks, this whisky has a light, fruit-forward nose with nectarine, honey, malt, and a touch of spice. The entry is softer than you’d expect for the proof and it presents the fruit at the nose, along with salt and a dash of black pepper. The spice takes over in the mid-palate along with some heat, really throwing off the balance established in the entry. A light finish closes out a slightly disjointed taste experience. (U.S. only)","The Exclusive Malts (distilled at Tomatin) 10 year old 2004 (cask #2645), 57.4%",95.0,$,83,57.4
Gavin Smith,Single Malt Scotch,"
Matured in refill, remade American hogsheads, this 1998 bottling from Tobermory on the Isle of Mull is of the peated Ledaig variant. The nose offers dry peat, brown wrapping paper, fish oil, and wood preservative. Oily on the palate, with bitter orange, sweet peat, ginger, and black pepper, plus fabric band-aids. Lingering pepper and Germolene in the ashy finish. £45","Gordon & MacPhail Connoisseurs’ Choice 1998 Ledaig (distilled at Tobermory), 43%",72.0,$,83,43.0
Gavin Smith,Single Malt Scotch,"
This single cask from Macduff distillery was distilled in 1997 and is offered non-chill filtered and with natural color. Melons, lemon, a hint of ozone, and a suggestion of warm steel on the nose. The palate is supple and fruity, with ginger, white pepper, and developing vanilla notes. The finish is medium in length, nutty, with citrus fruits. (Exclusive to Robertson’s, Pitlochry, Perthshire) £50","Macduff 16 year old, 46%",73.0,$,83,46.0
Jonny McCormick,Blended Scotch Whisky,"
This batch of 1,420 bottles was created with slightly older malts, a 16 year old grain from a refill hogshead and a 14 year old Lowland malt disgorged from an Islay cask. Sugar mice, dried hay, sharpened pencils, hints of lemon, with subtle smoke like the burning of a distant stubble field. Sweet cereal notes, black pepper, and ginger parkin build to a conclusion of Brazil nut, mocha, and chocolate ganache. (UK & Netherlands only) £45","The Tweeddale 14 year old Batch 4, 46%",76.0,$,83,46.0
Jonny McCormick,Blended Malt Scotch Whisky,"
Playing on regional styles, this blends six single malts representative of the Speyside, Islay, Lowland, Campbeltown, Islands, and Highland whisky regions. Sun-dried peats greet the nose with aromas of stewed apples, flaky pastries, apricot conserve, vanilla, and cinnamon. Creamy vanilla and coconut flavors develop, with a slow-burn spiciness crackling in the center of the tongue. Seville orange and caramel cookie flavors escort a long finish of dry, tingling spices, though it could use a little more heft in the mouthfeel.","Grand Macnish Six Cask Edition, 40%",37.0,$,83,40.0
John Hansell,Bourbon/Tennessee,"
One year older than last year’s 20 year old release, (which I felt was on the precipice of being over-oaked) and the extra year is evident. On the nose, the whiskey is nicely balanced. The palate tells a different story, with soft vanilla, honey, caramel, dried fruit, and cinnamon segueing into dominant leather, tobacco, and resinous oak on a long, dry finish. I fear bottling this whiskey annually, one year older, is going in the wrong direction.","Orphan Barrel Rhetoric 21 year old, 45.15%",100.0,$,83,45.15
Lew Bryson,Craft Whiskey,"
Fresh grains and sawn oak on the nose, with some green grass and stalks. Spicy, fresh flavors of corn and oak, along with a doughy softness that contrasts with the 48% ABV heat. There’s a somewhat bosky note of leaves and duff, a salty cracker component, and a medicinal hint; the almost herbal complexity I’ve come to expect from Coppersea. Interesting, tasty, well off the beaten bourbon path.","Coppersea Excelsior Bourbon, 48%",100.0,$,83,48.0
Lew Bryson,Craft Whiskey,"
New distillery in Lancaster, Penn. “Locally sourced” grain, copper pot still, unaged. Rich new-make smell, warm, full grain, rye oil, and anise. Light spirit: sweet, more grain and a character like pizzelles; sweet crisp anise cookies. Easily enjoyed, with a finish of more sweet grain and anise. Interestingly schnapps-like, given the area’s German roots.","Thistle Finch Rye, 40%",32.0,$,83,40.0
Jeffery Lindenmuth,Craft Whiskey,"
The nose of this mahogany-hued ‘single-malt’ portends dense and chewy flavors of brown sugar, dates, and toasted walnuts. It’s a bit fiery on the palate, where it unleashes a rush of dried fruits, smoke, and spice. While some raw spirit character peeks through, this unconventional whiskey holds appeal for its originality, with a stout-like crescendo of coffee and mocha on the very long finish.","Sons of Liberty Uprising Pedro Ximénez Sherry Finish (Batch 2), 46%",30.0,$,83,46.0
Geoffrey Kleinman,Flavored Whisky & Liqueurs,"
Located in the heart of Vermont’s syrup belt, Saxtons River distillery makes both a Vermont maple-flavored rye and a maple-flavored bourbon whiskey. The rye is the better of the two and does a solid job of mixing oak, cinnamon, black pepper, and rye spice notes with vanilla and rich maple syrup. The rye whiskey is a little young, but the maple syrup complements it well and is more companion than cover.","Sapling Vermont Maple Rye Whiskey, 35%",40.0,$,83,35.0
Gavin Smith,Single Malt Scotch,"
An 18 year old single malt for just $33 should set alarm bells ringing. But this sherry-finished Kirkland expression from an undisclosed distillery is definitely a decent dram at a bargain-basement price. Initially slightly vegetal and earthy on the nose, developing a warm leatheriness, with sherry, figs, melon skin, and caramel. Silky on the palate, with milk chocolate, emerging hazelnuts, sweet sherry, and honey. The finish is medium in length, with spicy orange and mocha coffee notes.","Kirkland Signature Highland 18 year old Sherry Cask Finish, 40%",33.0,$,83,40.0
Jonny McCormick,Blended Scotch Whisky,"
The eldest son of the 5th earl of Wemyss, Lord Elcho was supportive to the Young Pretender. Proportionally, more sherry at play here. Plum skin, chunky raisins, blackcurrant, and fainter sweetened cocoa and coffee bean notes. The palate is a little hollow at first, then proffers barley sugar, rich shortbread, baked apple, linseed, and toffee, though the flavor development plateaus. Water picks out sweet clementine notes. Given the choice of expressions, I prefer the vibrancy of the Young(er) Pretender. £26","Lord Elcho 15 year old, 40%",44.0,$,83,40.0
Lew Bryson,Bourbon/Tennessee,"
Sharp nose, a bit of heat, fresh ground/cracked spices—cinnamon, pepper, allspice—and hot sugar about to caramelize. There’s nothing soft here. The first crash on the tongue isn’t soft either; it’s rushing bonded heat, insistent pepper, and dry oak. Wait a bit, and it calms as you finally find the corn and the mouth widens, then slides into a dryer, lasting finish. Pretty wild ride for a wheated bourbon.","Old Fitzgerald Bottled in Bond, 50%",15.0,$,83,50.0
Davin de Kergommeaux,Canadian,"
From a bourbon-style mashbill matured in new Missouri oak, this first whisky from 66 Gilead salutes Wild Oak farm, where contented cattle dine on the distillery’s spent grains. Dry grain, gray weathered wood, sea breezes, caramel, and soft, earthy, woody notes become vanilla, saltwater taffy, cherries, and fruit punch, with herbal hints of celery. It’s hot and spicy with sizzling pepper and searing ginger over a barrelhouse woodiness. Young, but not rough, with a long, peppery finish.","66Gilead The Wild Oak, 47%",69.0,$,83,47.0
Lew Bryson,Craft Whiskey,"
Strong, bold aromas of rye grain, fruit (raspberries, black grapes), and dry cinnamon. Punchy rye on the tongue, starts 42% tame but quickly catches fire, roaring toward a barnburner of a finish. As the fire dies down, you find cocoa and rye oil in the embers. This young (12 month) rye is small-barrel shouty, but the roots are good. Solid effort.","Wigle Small Cask Series Rye, 42%",45.0,$,83,42.0
Jonny McCormick,Irish,"
First impression is of molten Reese’s peanut butter cups. This 13 year old single grain whiskey has been finished in second-fill red wine casks from Ànima Negra in Mallorca, however this wine cask has given the whiskey a kick in the Balearics. The grain character takes a drubbing, the nose engulfed by jam pots and loganberry. It is gentle and deliciously fruity, reminiscent of strawberry, raspberry pop tarts, and citrus groves. Black pepper and caramelized sugar to close. (417 bottles) €90","Celtic Cask Trí, 46%",112.0,$,83,46.0
Jonny McCormick,Irish,"
A 14 year old unpeated single malt whiskey given The Celtic Whiskey Shop’s trademark Ànima Negra red wine finish for 3 years. The nose has whiffs of fruit gums and honey-drizzled baked plums. A well-defined fruity attack on the palate of strawberry bubblegum and orange peel sucks in the cheeks, but collides with spices, maltiness, and gentle caramels. A spicy burst ushers in cola flavors for a lengthy finish, with a touch of mint showing up late for the party. €125","Celtic Cask Aon Déag 11, 46%",136.0,$,83,46.0
Gavin Smith,Single Malt Scotch,"
Distilled in February 2005. Earthy peat, brine, vanilla, cereal, and a hint of cinnamon on the confident nose. Finally, wood smoke. Lively in the mouth, with nutty spices and pipe tobacco, while peat briefly takes a back seat before reasserting itself. Ginger and peat embers in the medium-length finish. (Whisky Shop only) £35/500 ml","Glenkeir Treasures (Ledaig, distilled at Tobermory) 9 year old, 40%",53.0,$,83,40.0
Jeffery Lindenmuth,Craft Whiskey,"
Pale gold in color. Generous oak imparts honeycomb, white chocolate, vanilla custard, and some mint notes that hint of a delicate, pretty bourbon. The palate is a bit deeper, displaying chocolate, berry fruit, and Bit-O-Honey candy; quite confectionary with sweet marshmallow fluff. A pleasing and interesting whiskey worth trying, but feels just a bit disjointed.",Wyoming Double Cask Sherry Finished Bourbon,60.0,$,83,
Geoffrey Kleinman,Craft Whiskey,"
The nose features strong rye spice accompanied by sharp, young oak along with black pepper, graphite, and a touch of green apple. The entry is much heavier and sweeter than you’d expect from such a young whiskey. Things quickly change in the mid-palate with a spice blast of cinnamon, black pepper, rye, and oak. A solid dash of heat gives the mid-palate some kick and drives a short, dry finish. Some nice ideas hampered by the reality of youth.","Congenial Spirits Twelve Five Rye, 45%",50.0,$,83,45.0
Geoffrey Kleinman,Craft Whiskey,"
A non-age stated single malt from Washington State. Light amber in color, there’s more oak on the nose than you’d expect, along with baked apple, chocolate, cinnamon, and clove. Chocolate leads the entry, followed by clove, cinnamon, baked apple, and salt. A spicy mid-palate picks up some ginger and a dash of heat. The finish is fairly short and dry. This feels a bit young and lacks depth. An interesting start; let's see where it goes from here.","Westland American Single Malt Whiskey, 40%",80.0,$,83,40.0
Davin de Kergommeaux,Canadian,"
Heavy caramel, hints of pansies, dustiness, warming spices, gentle pepper, and bushels of fruit. The amontillado sherry finish gives a tannic red wine feel without much wineyness. About that finish: rather than “rejuvenating” barrels by pouring in sherry and swishing it around before adding the whisky, sherry was blended directly with mature 8 year old Canadian rye, which then spent two months in American oak barrels. Whisky purists may recoil, but the result is very tasty dram. (U.S. only)","Tap 8 Rye Sherry Finished, 41.5%",47.0,$,83,41.5
Jonny McCormick,Single Malt English Whisky,"
Here, talented distiller David Fitt shows us his latest expression of heavily peated whisky. The nose has jalapeño and bell peppers, with pungent peat smoke that catches at the back of the throat. The smoke is sooty coal dust buoyed with some sweetness, but without a medicinal edge to the phenols. Sipping brought lemon bonbons, herbal elements, and some burnt toast character. It swells out in the middle before relenting, leaving a quenching, sweet finish and a smoky aura. £45","The English Whisky Co. Chapter 15 Limited Edition, 46%",69.0,$,83,46.0
Jonny McCormick,Blended Scotch Whisky,"
Slabs of plain chocolate, Kendal mint cake, vanilla essence, and malt with a dry, dusty character makes this suggest itself for an after-dinner occasion. The palate is very sweet; sugarplum, caramelized brown sugar, flapjacks, bramble, and pink rhubarb before it finally coagulates into a thick Horlicks maltiness. There’s an impressive trajectory of flavor here, though the mouthfeel is nothing special and dilution doesn’t enhance it to any real degree. Dry and malty finish.","The Lost Distillery Company Stratheden (batch 2/2), 46%",65.0,$,83,46.0
